ForeignWorker,NumberDependents,ExistingCreditsAtBank,Housing,OtherDetorsGuarantors,OtherInstalments,Savings,Age,CheckingAcctStat,CreditHistory,Duration,Employment,ForeignWorker,InstallmentRatePecnt,Job,PresentResidenceTime,Property,Purpose,Savings,SexAndStatus,Telephone,CreditAmount_ordered
0.0,-0.01852441131011917,0.23635318275154005,0.0,0.44890363298001446,0.0,0.8657915360501567,-0.6362515896640369,0.4971318205668839,0.1913541354994643,-1.352680507002924,-0.409001831451943,0.15941443036912104,0.9033801876662924,0.126864919335504,1.0718232374944765,0.15494042298281796,-0.8052954671858581,0.5313381637190198,-0.9351144867955129,-0.8127077132404045,-0.32748447482146936
0.0,-0.01852441131011917,0.23635318275154005,0.2762378223124995,0.44890363298001446,0.0,0.8657915360501567,-1.1957089141547521,0.9378019472036048,0.1913541354994643,-0.14174881338797798,-0.05209820041634747,0.15941443036912104,-0.9426677181873879,-1.7058310184206222,0.8116822430409324,-1.2816987462150007,-0.8052954671858581,0.5313381637190198,0.9796503026139649,-0.8127077132404045,0.4481470945902306
0.0,0.0,0.23635318275154005,0.2762378223124995,0.44890363298001446,0.0,0.8657915360501567,-0.0877539228572002,0.4971318205668839,0.1913541354994643,-0.8406920897275828,1.5072979115887397,0.15941443036912104,-0.0196437638760119,1.6209389381822743,-1.7121358009603558,-1.2816987462150007,-0.3272020881128645,0.5313381637190198,0.9796503026139649,-0.8127077132404045,0.4481470945902306
0.0,0.0,0.23635318275154005,0.0,0.44890363298001446,0.0,0.0,-0.17917020151155832,-1.3308032158642582,0.1913541354994643,-1.352680507002924,-0.05209820041634747,0.15941443036912104,0.9033801876662924,0.126864919335504,-0.7841494557367313,-1.2816987462150007,-0.3272020881128645,-1.7335840026790588,1.6898175354297342,-0.8127077132404045,-1.8220648576370237
0.0,0.0,0.23635318275154005,0.0,0.44890363298001446,0.0,0.8657915360501567,-0.7691994557011745,0.9378019472036048,0.1913541354994643,-0.03018704534876774,1.5072979115887397,0.15941443036912104,-0.31198522725601086,-1.7058310184206222,0.2133223690061841,0.15494042298281796,1.2577102096359623,0.5313381637190198,-0.9351144867955129,-0.8127077132404045,-0.3895132902889915
0.0,0.0,0.23635318275154005,0.0,0.0,0.0,0.8657915360501567,-0.36200275882027444,-1.3308032158642582,0.1913541354994643,0.18328474482309956,-0.05209820041634747,0.15941443036912104,-0.9426677181873879,0.126864919335504,-0.7841494557367313,-1.2816987462150007,1.2577102096359623,0.5313381637190198,-0.9351144867955129,1.2304546686444224,-1.8220648576370237
0.0,-0.01852441131011917,0.23635318275154005,0.0,0.44890363298001446,0.0,0.9999999999999998,-0.0877539228572002,0.4971318205668839,2.0137948834487753,-0.5846978810899122,1.3115638356933161,0.15941443036912104,-1.8656916697296921,1.6209389381822743,-0.7841494557367313,-0.20059529061476655,1.2577102096359623,0.8824292893091271,-0.9351144867955129,1.2304546686444224,0.627759283378375
0.0,-0.01852441131011917,0.0,1.0,0.44890363298001446,0.0,0.0,1.8319879135263835,-1.3308032158642582,0.05383279794141185,-0.8406920897275828,-0.409001831451943,0.15941443036912104,0.9033801876662924,0.126864919335504,1.0718232374944765,1.8404098041270769,0.780862706268868,-1.7335840026790588,-0.9351144867955129,-0.8127077132404045,-1.8220648576370237
0.0,0.0,0.0,0.0,0.44890363298001446,0.0,0.8657915360501567,1.1006576894108309,0.9378019472036048,-1.4379353195850522,-1.1820177051128338,-0.409001831451943,0.15941443036912104,0.9033801876662924,-1.7058310184206222,1.0718232374944765,-1.2816987462150007,1.2577102096359623,0.5313381637190198,-0.9351144867955129,-0.8127077132404045,-0.516672361997413
0.0,-0.01852441131011917,0.23635318275154005,0.2762378223124995,0.44890363298001446,0.0,0.01958413926499003,0.8264088534477568,0.9378019472036048,0.1913541354994643,-1.352680507002924,-0.05209820041634747,0.15941443036912104,-0.9426677181873879,0.126864919335504,0.14383689227085214,-1.2816987462150007,-0.8052954671858581,-1.682351634049697,-0.9351144867955129,-0.8127077132404045,0.4481470945902306
0.0,0.0,0.23635318275154005,0.2762378223124995,0.44890363298001446,0.0,0.8657915360501567,-0.6671964458524182,0.4971318205668839,0.1913541354994643,0.5571944629516269,1.5072979115887397,0.15941443036912104,-1.8656916697296921,1.6209389381822743,1.0718232374944765,0.15494042298281796,-1.8682193518225592,0.5313381637190198,1.0464714579618346,1.2304546686444224,1.009236498503637
